productSKU,total_ordered,name,stocklevel,restockingleadtime,sentimentscore,sentimentmagnitiude,ratio
GGOEGESQ016799_,0,no name,0,0,0,0,0.00390472471690746
GGOEGESC014099_,0,no name,0,0,0,0,0.0661157024793388
GGOEGESB015199_,0,no name,0,0,0,0,0
GGOEGESB015099_,0,no name,0,0,0,0,0.0359477124183007
GGOEGEHQ072599_,0,no name,0,0,0,0,0
GGOEGEHQ072499_,0,no name,0,0,0,0,0
GGOEGEHQ071199_,0,no name,0,0,0,0,0.0238095238095238
GGOEGEHQ024099_,0,no name,0,0,0,0,0.0170299727520436
GGOEGDHR018499_,0,no name,0,0,0,0,0.0107962213225371
GGOEGDHQ015399_,0,no name,0,0,0,0,0.37890625
GGOEGDHC074099_,0,no name,0,0,0,0,0.240287769784173
GGOEGDHC018299_,0,no name,0,0,0,0,0.00116881796930582
GGOEGDHC015299_,0,no name,0,0,0,0,0.0704225352112676
GGOEGDHB072099_,0,no name,0,0,0,0,0
GGOEGCVB072399_,0,no name,0,0,0,0,0
GGOEGCNB021099_,0,no name,0,0,0,0,0.0296052631578947
GGOEGCMB020932_,0,no name,0,0,0,0,0.0146198830409357
GGOEGCKQ013199_,0,no name,0,0,0,0,0.00883652430044183
GGOEGCBQ016499_,0,no name,0,0,0,0,0.0147456377488326
GGOEGCBC074299_,0,no name,0,0,0,0,0.0256410256410256
GGOEGCBB074399_,0,no name,0,0,0,0,0
GGOEGCBB074199_,0,no name,0,0,0,0,0.00975609756097561
GGOEGBRJ037399_,0,no name,0,0,0,0,0.0482456140350877
GGOEGBRJ037299_,0,no name,0,0,0,0,0.0110294117647059
GGOEGBRB013899_,0,no name,0,0,0,0,0.0168539325842697
GGOEGBRA037499_,0,no name,0,0,0,0,0.0217391304347826
GGOEGBPB082099_,0,no name,0,0,0,0,0
GGOEGBPB081999_,0,no name,0,0,0,0,0.0126582278481013
GGOEGBPB021199_,0,no name,0,0,0,0,0.0251937984496124
GGOEGBMJ013399_,0,no name,0,0,0,0,0.024330900243309
GGOEGBMC056599_,0,no name,0,0,0,0,0
GGOEGBJL013999_,0,no name,0,0,0,0,0.102990033222591
GGOEGBJC019999_,0,no name,0,0,0,0,0.367521367521368
GGOEGBJC014399_,0,no name,0,0,0,0,0.0193548387096774
GGOEGBFC018799_,0,no name,0,0,0,0,0
GGOEGBCR024399_,0,no name,0,0,0,0,0
GGOEGAYR068225_,0,no name,0,0,0,0,1
GGOEGAYQ069056_,0,no name,0,0,0,0,0.0714285714285714
GGOEGAYQ069025_,0,no name,0,0,0,0,0.454545454545455
GGOEGAYB068056_,0,no name,0,0,0,0,1.5
GGOEGAYB068026_,0,no name,0,0,0,0,0.380952380952381
GGOEGAYB068025_,0,no name,0,0,0,0,0.571428571428571
GGOEGAYB068024_,0,no name,0,0,0,0,0.142857142857143
GGOEGAXR065129_,0,no name,0,0,0,0,0.0833333333333333
GGOEGAXQ067155_,0,no name,0,0,0,0,0.444444444444444
GGOEGAXQ067129_,0,no name,0,0,0,0,0.416666666666667
GGOEGAXJ065555_,0,no name,0,0,0,0,0.032258064516129
GGOEGAWR061850_,0,no name,0,0,0,0,0.25
GGOEGAWR061848_,0,no name,0,0,0,0,0.388888888888889
GGOEGAWQ062250_,0,no name,0,0,0,0,0.1
GGOEGAWQ062248_,0,no name,0,0,0,0,0.142857142857143
GGOEGATJ060516_,0,no name,0,0,0,0,0.4
GGOEGATH060717_,0,no name,0,0,0,0,1
GGOEGATH060714_,0,no name,0,0,0,0,0.0526315789473684
GGOEGATB060615_,0,no name,0,0,0,0,0.04
GGOEGATB060214_,0,no name,0,0,0,0,0.375
GGOEGATB060213_,0,no name,0,0,0,0,0.2
GGOEGAPB057816_,0,no name,0,0,0,0,0.181818181818182
GGOEGAPB057813_,0,no name,0,0,0,0,0.0606060606060606
GGOEGALQ036616_,0,no name,0,0,0,0,0.259259259259259
GGOEGALQ036614_,0,no name,0,0,0,0,0.0192307692307692
GGOEGALQ036613_,0,no name,0,0,0,0,0.0338983050847458
GGOEGALQ034215_,0,no name,0,0,0,0,0.0810810810810811
GGOEGALQ034213_,0,no name,0,0,0,0,0.0531914893617021
GGOEGAAX0339,0,no name,0,0,0,0,0
GGOEGAAX0340,0,no name,0,0,0,0,0
GGOEGAAX0341,0,no name,0,0,0,0,0
GGOEGAAX0342,0,no name,0,0,0,0,0
GGOEGAAX0348,0,no name,0,0,0,0,0
GGOEGAAX0349,0,no name,0,0,0,0,0
GGOEGAAX0350,0,no name,0,0,0,0,0
GGOEGAAX0351,0,no name,0,0,0,0,0
GGOEGALL074615_,0,no name,0,0,0,0,0.04
GGOEGALL074614_,0,no name,0,0,0,0,0.193548387096774
GGOEGALL074613_,0,no name,0,0,0,0,0.0303030303030303
GGOEGALJ036414_,0,no name,0,0,0,0,0.0869565217391304
GGOEGALJ036413_,0,no name,0,0,0,0,0.0833333333333333
GGOEGALB036516_,0,no name,0,0,0,0,0.173913043478261
GGOEGALB036515_,0,no name,0,0,0,0,0.0645161290322581
GGOEGALB036514_,0,no name,0,0,0,0,0.051948051948052
GGOEGALB034117_,0,no name,0,0,0,0,0.0540540540540541
GGOEGALB034116_,0,no name,0,0,0,0,0.00826446280991736
GGOEGALB034115_,0,no name,0,0,0,0,0.0187793427230047
GGOEGALB034114_,0,no name,0,0,0,0,0.0451612903225806
GGOEGALB034113_,0,no name,0,0,0,0,0.104575163398693
GGOEGAFB035817_,0,no name,0,0,0,0,0.266666666666667
GGOEGAAX0690_,0,no name,0,0,0,0,0.225806451612903
GGOEGAAX0686_,0,no name,0,0,0,0,0
GGOEGAAX0683_,0,no name,0,0,0,0,0
GGOEGAAX0682_,0,no name,0,0,0,0,0.0967741935483871
GGOEGAAX0680_,0,no name,0,0,0,0,0.178571428571429
GGOEGAAX0671_,0,no name,0,0,0,0,0.15
GGOEGAAX0661_,0,no name,0,0,0,0,0.117647058823529
GGOEGAAX0655_,0,no name,0,0,0,0,0.016260162601626
GGOEGAAX0651_,0,no name,0,0,0,0,0.0422535211267606
GGOEGAAX0626_,0,no name,0,0,0,0,0.0952380952380952
GGOEGAAX0625_,0,no name,0,0,0,0,0.130434782608696
GGOEGAAX0622_,0,no name,0,0,0,0,0.0363636363636364
GGOEGAAX0620_,0,no name,0,0,0,0,0.384615384615385
GGOEGAAX0619_,0,no name,0,0,0,0,0.0909090909090909
GGOEGAAX0618_,0,no name,0,0,0,0,0.133333333333333
GGOEGAAX0617_,0,no name,0,0,0,0,0.113207547169811
GGOEGAAX0610_,0,no name,0,0,0,0,0.0158730158730159
GGOEGAAX0607_,0,no name,0,0,0,0,0
GGOEGAAX0606_,0,no name,0,0,0,0,0.0208333333333333
GGOEGAAX0605_,0,no name,0,0,0,0,0
GGOEGAAX0604_,0,no name,0,0,0,0,0
GGOEGAAX0603_,0,no name,0,0,0,0,0
GGOEGAAX0602_,0,no name,0,0,0,0,0.142857142857143
GGOEGAAX0598_,0,no name,0,0,0,0,0
GGOEGAAX0596_,0,no name,0,0,0,0,0.03125
GGOEGAAX0595_,0,no name,0,0,0,0,0
GGOEGAAX0593_,0,no name,0,0,0,0,0
GGOEGAAX0592_,0,no name,0,0,0,0,0
GGOEGAAX0591_,0,no name,0,0,0,0,0.103448275862069
GGOEGAAX0590_,0,no name,0,0,0,0,0
GGOEGAAX0588_,0,no name,0,0,0,0,0
GGOEGAAX0582_,0,no name,0,0,0,0,0
GGOEGAAX0581_,0,no name,0,0,0,0,0
GGOEGAAX0580_,0,no name,0,0,0,0,0
GGOEGAAX0579_,0,no name,0,0,0,0,0.0555555555555556
GGOEGAAX0578_,0,no name,0,0,0,0,0.117647058823529
GGOEGAAX0575_,0,no name,0,0,0,0,0
GGOEGAAX0572_,0,no name,0,0,0,0,0
GGOEGAAX0570_,0,no name,0,0,0,0,0
GGOEGAAX0569_,0,no name,0,0,0,0,0.0185185185185185
GGOEGAAX0568_,0,no name,0,0,0,0,0.04
GGOEGAAX0567_,0,no name,0,0,0,0,0
GGOEGAAX0366_,0,no name,0,0,0,0,0.0246913580246914
GGOEGAAX0365_,0,no name,0,0,0,0,0
GGOEGAAX0364_,0,no name,0,0,0,0,0.15
GGOEGAAX0361_,0,no name,0,0,0,0,0
GGOEGAAX0358_,0,no name,0,0,0,0,0.0127659574468085
GGOEGAAX0357_,0,no name,0,0,0,0,0.0526315789473684
GGOEGAAX0356_,0,no name,0,0,0,0,0
GGOEGAAX0355_,0,no name,0,0,0,0,0
GGOEGAAX0353_,0,no name,0,0,0,0,0
GGOEGAAX0352_,0,no name,0,0,0,0,0.0540540540540541
GGOEGAAX0351_,0,no name,0,0,0,0,0.0150375939849624
GGOEGAAX0350_,0,no name,0,0,0,0,0
GGOEGAAX0349_,0,no name,0,0,0,0,0
GGOEGAAX0348_,0,no name,0,0,0,0,0
GGOEGAAX0342_,0,no name,0,0,0,0,0.0232558139534884
GGOEGAAX0341_,0,no name,0,0,0,0,0.0180722891566265
GGOEGAAX0340_,0,no name,0,0,0,0,0
GGOEGAAX0339_,0,no name,0,0,0,0,0
GGOEGAAX0338_,0,no name,0,0,0,0,0.00147710487444609
GGOEGAAX0334_,0,no name,0,0,0,0,0.0229885057471264
GGOEGAAX0331_,0,no name,0,0,0,0,0
GGOEGAAX0330_,0,no name,0,0,0,0,0.465116279069767
GGOEGAAX0329_,0,no name,0,0,0,0,0
GGOEGAAX0328_,0,no name,0,0,0,0,0
GGOEGAAX0327_,0,no name,0,0,0,0,0
GGOEGAAX0326_,0,no name,0,0,0,0,0.0833333333333333
GGOEGAAX0325_,0,no name,0,0,0,0,0.0576923076923077
GGOEGAAX0324_,0,no name,0,0,0,0,0
GGOEGAAX0323_,0,no name,0,0,0,0,0
GGOEGAAX0320_,0,no name,0,0,0,0,0.0263157894736842
GGOEGAAX0318_,0,no name,0,0,0,0,0.0290909090909091
GGOEGAAX0313_,0,no name,0,0,0,0,0.108910891089109
GGOEGAAX0309_,0,no name,0,0,0,0,0.0357142857142857
GGOEGAAX0308_,0,no name,0,0,0,0,0.027027027027027
GGOEGAAX0306_,0,no name,0,0,0,0,0
GGOEGAAX0304_,0,no name,0,0,0,0,0
GGOEGAAX0299_,0,no name,0,0,0,0,0.051948051948052
GGOEGAAX0297_,0,no name,0,0,0,0,0.0625
GGOEGAAX0296_,0,no name,0,0,0,0,0
GGOEGAAX0290_,0,no name,0,0,0,0,0.0185185185185185
GGOEGAAX0289_,0,no name,0,0,0,0,0.02
GGOEGAAX0283_,0,no name,0,0,0,0,0.181818181818182
GGOEGAAX0282_,0,no name,0,0,0,0,0
GGOEGAAX0281_,0,no name,0,0,0,0,0.125
GGOEGAAX0280_,0,no name,0,0,0,0,0.0384615384615385
GGOEGAAX0279_,0,no name,0,0,0,0,0.0975609756097561
GGOEGAAX0278_,0,no name,0,0,0,0,0.0247933884297521
GGOEGAAX0231_,0,no name,0,0,0,0,0
GGOEGAAX0168_,0,no name,0,0,0,0,0
GGOEGAAX0107_,0,no name,0,0,0,0,0.0138888888888889
GGOEGAAX0106_,0,no name,0,0,0,0,0.448275862068966
GGOEGAAX0105_,0,no name,0,0,0,0,0.0380952380952381
GGOEGAAX0104_,0,no name,0,0,0,0,0.0200267022696929
GGOEGAAX0098_,0,no name,0,0,0,0,0.276595744680851
GGOEGAAX0081_,0,no name,0,0,0,0,0.0567567567567568
GGOEGAAX0074_,0,no name,0,0,0,0,0.00256295252130454
GGOEGAAX0042_,0,no name,0,0,0,0,0
GGOEGAAX0037_,0,no name,0,0,0,0,0.0214548126377663
GGOEGAAR010716_,0,no name,0,0,0,0,0.0111111111111111
GGOEGAAR010715_,0,no name,0,0,0,0,0.10958904109589
GGOEGAAQ010415_,0,no name,0,0,0,0,0.0328358208955224
GGOEGAAQ010414_,0,no name,0,0,0,0,0.0913978494623656
GGOEGAAQ010413_,0,no name,0,0,0,0,0.0598802395209581
GGOEGAAL010616_,0,no name,0,0,0,0,0.38
GGOEGAAL010615_,0,no name,0,0,0,0,0.0303030303030303
GGOEGAAL010614_,0,no name,0,0,0,0,0.162162162162162
GGOEGAAL010613_,0,no name,0,0,0,0,0.27027027027027
GGOEGAAJ080615_,0,no name,0,0,0,0,0.062015503875969
GGOEGAAJ080614_,0,no name,0,0,0,0,0.0377358490566038
GGOEGAAJ080613_,0,no name,0,0,0,0,0.0344827586206897
GGOEGAAJ059114_,0,no name,0,0,0,0,0.00934579439252336
GGOEGAAJ059113_,0,no name,0,0,0,0,0.04
GGOEGAAJ032817_,0,no name,0,0,0,0,0.0196078431372549
GGOEGAAJ032816_,0,no name,0,0,0,0,0.0711974110032362
GGOEGAAJ032815_,0,no name,0,0,0,0,0.0159362549800797
GGOEGAAJ032814_,0,no name,0,0,0,0,0.0101694915254237
GGOEGAAJ032716_,0,no name,0,0,0,0,0.307692307692308
GGOEGAAJ032714_,0,no name,0,0,0,0,0.0123456790123457
GGOEGAAJ032616_,0,no name,0,0,0,0,0.125
GGOEGAAJ032614_,0,no name,0,0,0,0,0.0618556701030928
GGOEGAAJ032613_,0,no name,0,0,0,0,0.0869565217391304
GGOEGAAJ032317_,0,no name,0,0,0,0,0.08
GGOEGAAJ032313_,0,no name,0,0,0,0,0.0983606557377049
GGOEGAAC035016_,0,no name,0,0,0,0,0.666666666666667
GGOEGAAC035014_,0,no name,0,0,0,0,0.222222222222222
GGOEGAAB033815_,0,no name,0,0,0,0,0.0155709342560554
GGOEGAAB033814_,0,no name,0,0,0,0,0.00253164556962025
GGOEGAAB010517_,0,no name,0,0,0,0,0.04
GGOEGAAB010515_,0,no name,0,0,0,0,0.00518134715025907
GGOEGAAB010514_,0,no name,0,0,0,0,0.00544959128065395
GGOEAAEJ033414_,0,no name,0,0,0,0,0.0842105263157895
GGOEAAEJ033413_,0,no name,0,0,0,0,0.186046511627907
GGOEAAEJ030913_,0,no name,0,0,0,0,0.0344827586206897
GGOEAAEH035217_,0,no name,0,0,0,0,0.2
GGOEAAEH035216_,0,no name,0,0,0,0,0.5
GGOEAAEH035215_,0,no name,0,0,0,0,0.111111111111111
GGOEAAEH035214_,0,no name,0,0,0,0,0.0232558139534884
GGOEAAEH035213_,0,no name,0,0,0,0,0.210526315789474
GGOEAAEB028314_,0,no name,0,0,0,0,1
GGOEAAAQ032013_,0,no name,0,0,0,0,0.0631578947368421
GGOEAAAP081217_,0,no name,0,0,0,0,0.285714285714286
GGOEAAAP081214_,0,no name,0,0,0,0,0.0441176470588235
GGOEAAAJ080814_,0,no name,0,0,0,0,0.181818181818182
GGOEAAAB034914_,0,no name,0,0,0,0,0.0833333333333333
GGOEA0CH077599_,0,no name,0,0,0,0,0.147058823529412
9184734_,0,no name,0,0,0,0,0
9184733_,0,no name,0,0,0,0,0
9184720_,0,no name,0,0,0,0,0
9184676_,0,no name,0,0,0,0,0
9184675_,0,no name,0,0,0,0,0
9184620_,0,no name,0,0,0,0,0
9183241_,0,no name,0,0,0,0,0
9183240_,0,no name,0,0,0,0,0
9183239_,0,no name,0,0,0,0,0
9183234_,0,no name,0,0,0,0,0
9183230_,0,no name,0,0,0,0,0
9183229_,0,no name,0,0,0,0,0
9183228_,0,no name,0,0,0,0,0
9183226_,0,no name,0,0,0,0,0
9183223_,0,no name,0,0,0,0,0
9183222_,0,no name,0,0,0,0,0
9183221_,0,no name,0,0,0,0,0
9183219_,0,no name,0,0,0,0,0
9183213_,0,no name,0,0,0,0,0
9183203_,0,no name,0,0,0,0,0
9183186_,0,no name,0,0,0,0,0
9183118_,0,no name,0,0,0,0,0
9182980_,0,no name,0,0,0,0,0
9182785_,0,no name,0,0,0,0,0
9182784_,0,no name,0,0,0,0,0
9182781_,0,no name,0,0,0,0,0
9182780_,0,no name,0,0,0,0,0
9182778_,0,no name,0,0,0,0,0
9182772_,0,no name,0,0,0,0,0
9182771_,0,no name,0,0,0,0,0
9182765_,0,no name,0,0,0,0,0
9182755_,0,no name,0,0,0,0,0
9182752_,0,no name,0,0,0,0,0
9182751_,0,no name,0,0,0,0,0
9182745_,0,no name,0,0,0,0,0
9182743_,0,no name,0,0,0,0,0
9182742_,0,no name,0,0,0,0,0
9182739_,0,no name,0,0,0,0,0
9182737_,0,no name,0,0,0,0,0
9182726_,0,no name,0,0,0,0,0
9182723_,0,no name,0,0,0,0,0
9182722_,0,no name,0,0,0,0,0
9182721_,0,no name,0,0,0,0,0
9182714_,0,no name,0,0,0,0,0
9182709_,0,no name,0,0,0,0,0
9182605_,0,no name,0,0,0,0,0
9182569_,0,no name,0,0,0,0,0
9182559_,0,no name,0,0,0,0,0
9182502_,0,no name,0,0,0,0,0
9182383_,0,no name,0,0,0,0,0
9182173_,0,no name,0,0,0,0,0
9181573_,0,no name,0,0,0,0,0
9181150_,0,no name,0,0,0,0,0
9181139_,0,no name,0,0,0,0,0
9181137_,0,no name,0,0,0,0,0
9181019_,0,no name,0,0,0,0,0
9180905_,0,no name,0,0,0,0,0
9180862_,0,no name,0,0,0,0,0
9180748_,0,no name,0,0,0,0,0
9180757_,0,no name,0,0,0,0,0
9180766_,0,no name,0,0,0,0,0
9180769_,0,no name,0,0,0,0,0
9180781_,0,no name,0,0,0,0,0
9180782_,0,no name,0,0,0,0,0
9180793_,0,no name,0,0,0,0,0
9180808_,0,no name,0,0,0,0,0
9180809_,0,no name,0,0,0,0,0
9180814_,0,no name,0,0,0,0,0
9180824_,0,no name,0,0,0,0,0
9180833_,0,no name,0,0,0,0,0
9180850_,0,no name,0,0,0,0,0
GGOENEBJ079499_,0,no name,0,0,0,0,0
GGOEGAAX0746_,0,no name,0,0,0,0,0
GGOEAXXX0812_,0,no name,0,0,0,0,0.0526315789473684
GGOEAXXX0810_,0,no name,0,0,0,0,0
GGOEAXXX0808_,0,no name,0,0,0,0,0.0909090909090909
GGOEAOCB077499_,0,no name,0,0,0,0,0.0232558139534884
GGOEAOBH078799_,0,no name,0,0,0,0,0
GGOEAKDH019899_,0,no name,0,0,0,0,0.00955794504181601
GGOEAHPJ074410_,0,no name,0,0,0,0,0
GGOEAHPJ004314_,0,no name,0,0,0,0,0.0169491525423729
GGOEAHPJ004213_,0,no name,0,0,0,0,0.0377358490566038
GGOEAHPB080210_,0,no name,0,0,0,0,0
GGOEAHPB076114_,0,no name,0,0,0,0,0.125
GGOEAHPB076113_,0,no name,0,0,0,0,0.1
GGOEAHPA004110_,0,no name,0,0,0,0,0
GGOEAFKQ020599_,0,no name,0,0,0,0,0.0244988864142539
GGOEAFKQ020499_,0,no name,0,0,0,0,0.0309951060358891
GGOEADWQ015699_,0,no name,0,0,0,0,0.00584795321637427
GGOEADHH073999_,0,no name,0,0,0,0,0.590106007067138
GGOEADHH055999_,0,no name,0,0,0,0,0.002710027100271
GGOEACCQ017299_,0,no name,0,0,0,0,0.0184049079754601
GGOEAAWT061748_,0,no name,0,0,0,0,0.117647058823529
GGOEAAWN062649_,0,no name,0,0,0,0,0.0555555555555556
GGOEAAWN062648_,0,no name,0,0,0,0,0.03125
GGOEAAWJ062548_,0,no name,0,0,0,0,3.5
GGOEAAEJ035714_,0,no name,0,0,0,0,0.078125
GGOEAAEJ035713_,0,no name,0,0,0,0,0.133333333333333
GGOEYAAB031813_,0,no name,0,0,0,0,0.037037037037037
GGOEWXXX0835_,0,no name,0,0,0,0,0
GGOEGDWR015799_,0,no name,0,0,0,0,0.00352858151023289
GGOEGDHR082199_,0,no name,0,0,0,0,0
GGOEGAFB035816_,0,no name,0,0,0,0,0.0731707317073171
GGOEGAFB035814_,0,no name,0,0,0,0,0.0256410256410256
GGOEGAER029713_,0,no name,0,0,0,0,0.2
GGOEGAEQ027915_,0,no name,0,0,0,0,0.0784313725490196
GGOEGAEQ027913_,0,no name,0,0,0,0,0.0307692307692308
GGOEGAEJ031316_,0,no name,0,0,0,0,0.0909090909090909
GGOEGAEJ031315_,0,no name,0,0,0,0,0.529411764705882
GGOEGAEJ031314_,0,no name,0,0,0,0,0.2
GGOEGAEJ031313_,0,no name,0,0,0,0,0.032258064516129
GGOEGAEJ030815_,0,no name,0,0,0,0,0.04
GGOEGAEJ030814_,0,no name,0,0,0,0,0.027027027027027
GGOEGAEJ029915_,0,no name,0,0,0,0,0.333333333333333
GGOEGAEJ029913_,0,no name,0,0,0,0,0.125
GGOEGAEJ028115_,0,no name,0,0,0,0,0.0769230769230769
GGOEGAEJ028114_,0,no name,0,0,0,0,0.0476190476190476
GGOEGAEJ028113_,0,no name,0,0,0,0,0.0384615384615385
GGOEGAEJ028016_,0,no name,0,0,0,0,0.0196078431372549
GGOEGAEJ028015_,0,no name,0,0,0,0,0.0434782608695652
GGOEGAEJ028013_,0,no name,0,0,0,0,0.0683760683760684
GGOEGAEC033117_,0,no name,0,0,0,0,0.111111111111111
GGOEGAEC033113_,0,no name,0,0,0,0,0.0555555555555556
GGOEGAEB027813_,0,no name,0,0,0,0,0.00396825396825397
GGOEGAEA030415_,0,no name,0,0,0,0,0.0606060606060606
GGOEGADJ056815_,0,no name,0,0,0,0,0.019047619047619
GGOEGADJ056814_,0,no name,0,0,0,0,0.0701754385964912
GGOEGADJ056813_,0,no name,0,0,0,0,0.0555555555555556
GGOEGADB059614_,0,no name,0,0,0,0,0.037037037037037
GGOEGADB056915_,0,no name,0,0,0,0,0.0428571428571429
GGOEGACB023699_,0,no name,0,0,0,0,0
GGOEGAAX0795_,0,no name,0,0,0,0,0.0614035087719298
GGOEGAAX0781_,0,no name,0,0,0,0,0.453038674033149
GGOEGAAX0761_,0,no name,0,0,0,0,0.0192307692307692
GGOEGAAX0733_,0,no name,0,0,0,0,1
GGOEGAAX0732_,0,no name,0,0,0,0,0
GGOEGAAX0731_,0,no name,0,0,0,0,0.0140845070422535
9180850,0,no name,0,0,0,0,0
9180833,0,no name,0,0,0,0,0
9180824,0,no name,0,0,0,0,0
9180814,0,no name,0,0,0,0,0
9180809,0,no name,0,0,0,0,0
9180808,0,no name,0,0,0,0,0
9180793,0,no name,0,0,0,0,0
9180782,0,no name,0,0,0,0,0
9180781,0,no name,0,0,0,0,0
9180769,0,no name,0,0,0,0,0
9180766,0,no name,0,0,0,0,0
9180757,0,no name,0,0,0,0,0
9180748,0,no name,0,0,0,0,0
GGOEAAEJ033415_,0,no name,0,0,0,0,0.0652173913043478
9184737_,0,no name,0,0,0,0,0
